;;;
;;;;R.SOCIAL.: G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA -  CNPJ.: 20947332/0004-38 END.: RUA HELENA FERRANTE BORGHI, 100 - DISTRITO INDUSTRIAL CIDADE.: PRESIDENTEPRUDENTE - SP TELEFONE: 1821010101 IE: 562407492115 / WWW.SELETIVA.IND.BR DATA. : 18/06/2026 HORA.: 13:44:25-IMPRESSO POR:JULIO.SANTANA;;;;;;;;;;
;;;;Relação de Centro de Custo;;;;;;;;;;;
;;;;;;;;;;;;;;

Tipo;
;;Código;;;;;;;Descrição;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;

1.6.3.26            ;ESC0001                                                                                            ;;ANALÍTICO ;

1.6.3.27            ;ESC0002                                                                                            ;;ANALÍTICO ;

1.6.3.28            ;PRJ0001                                                                                            ;;ANALÍTICO ;

1.6.3.29            ;CHN0029                                                                                            ;;ANALÍTICO ;

1.6.3.30            ;EHH0005                                                                                            ;;ANALÍTICO ;

1.6.3.31            ;HRO5E08                                                                                            ;;ANALÍTICO ;

1.6.3.32            ;FTW0D43                                                                                            ;;ANALÍTICO ;

1.6.3.33            ;FYC7D43                                                                                            ;;ANALÍTICO ;

1.6.3.34            ;EQO6E99 (PRENSA MOVEL)                                                                             ;;ANALÍTICO ;

1.6.3.35            ;PHT0025                                                                                            ;;ANALÍTICO ;

1.6.3.36            ;EPT0024 (EMPILHADEIRA)                                                                             ;;ANALÍTICO ;

1.6.3.37            ;BTS7191 (VENDIDO)                                                                                  ;;ANALÍTICO ;

1.6.3.38            ;TKI2E74                                                                                            ;;ANALÍTICO ;

1.6.3.39            ;HTD5F77 TOYOTA HILUX (VENDIDO)                                                                     ;;ANALÍTICO ;

1.6.3.40            ;EHL0070 (LH30M)                                                                                    ;;ANALÍTICO ;

1.6.3.41            ;PHH0062                                                                                            ;;ANALÍTICO ;

1.6.3.42            ;EWU5671 (VENDA)                                                                                    ;;ANALÍTICO ;

1.6.3.43            ;CZB9484 (VENDA)                                                                                    ;;ANALÍTICO ;

1.6.3.44            ;DBP3174 (VENDA)                                                                                    ;;ANALÍTICO ;

1.6.3.45            ;EWU5J85                                                                                            ;;ANALÍTICO ;

1.6.3.46            ;GBW4F06                                                                                            ;;ANALÍTICO ;

1.6.3.47            ;EWU5986 (VENDA)                                                                                    ;;ANALÍTICO ;

1.6.3.48            ;BWJ9H37 (VENDA)                                                                                    ;;ANALÍTICO ;

1.6.3.49            ;EHH0046                                                                                            ;;ANALÍTICO ;

1.6.3.50            ;BAL0004                                                                                            ;;ANALÍTICO ;

1.6.3.51            ;PHH0045 (JCG800) PRUDENTE                                                                          ;;ANALÍTICO ;

1.6.3.52            ;PHH0061 (JCG800) MARINGA                                                                           ;;ANALÍTICO ;

